date,current_energy_generation,realized_load,temperature_celsius
2022-10-29 00:00:00+00:00,8478.739583333334,11553.151041666666,14.616666666666667
2022-10-30 00:00:00+00:00,8825.296875,10602.78125,14.316666666666668
2022-10-31 00:00:00+00:00,9919.182291666666,11902.002604166666,12.991666666666667
2022-11-01 00:00:00+00:00,12500.388020833334,12277.674479166666,13.008333333333333
2022-11-02 00:00:00+00:00,14035.6796875,14226.924479166666,10.5375
2022-11-03 00:00:00+00:00,13827.8515625,14613.833333333334,10.533333333333333
2022-11-04 00:00:00+00:00,12612.276041666666,13989.111979166666,9.341666666666667
2022-11-05 00:00:00+00:00,11177.973958333334,12165.734375,8.004166666666666
2022-11-06 00:00:00+00:00,12443.580729166666,11817.372395833334,8.1
2022-11-07 00:00:00+00:00,14312.34375,14499.716145833334,11.554166666666667
2022-11-08 00:00:00+00:00,14378.255208333334,14544.15625,11.229166666666666
2022-11-09 00:00:00+00:00,14473.1015625,14551.489583333334,11.983333333333334
2022-11-10 00:00:00+00:00,14351.091145833334,14626.669270833334,9.237499999999999
2022-11-11 00:00:00+00:00,13525.361979166666,14345.046875,6.1875
2022-11-12 00:00:00+00:00,10343.7265625,11977.786458333334,6.454166666666667
2022-11-13 00:00:00+00:00,11859.151041666666,11252.536458333334,5.929166666666667
2022-11-14 00:00:00+00:00,14630.721354166666,14290.841145833334,6.933333333333334
2022-11-15 00:00:00+00:00,14119.411458333334,14355.432291666666,10.183333333333334
2022-11-16 00:00:00+00:00,14651.145833333334,14771.255208333334,9.804166666666667
2022-11-17 00:00:00+00:00,15660.041666666666,14918.283854166666,9.658333333333333
2022-11-18 00:00:00+00:00,14404.052083333334,14550.190104166666,7.7625
2022-11-19 00:00:00+00:00,12072.994791666666,12555.848958333334,3.025
2022-11-20 00:00:00+00:00,11223.200520833334,11712.098958333334,3.3541666666666665
2022-11-21 00:00:00+00:00,13263.872395833334,14495.817708333334,6.216666666666666
2022-11-22 00:00:00+00:00,14908.447916666666,15082.71875,6.708333333333333
2022-11-23 00:00:00+00:00,14948.390625,14811.317708333334,7.0874999999999995
2022-11-24 00:00:00+00:00,13851.1484375,14717.041666666666,6.8500000000000005
2022-11-25 00:00:00+00:00,13700.481770833334,14374.020833333334,5.6625000000000005
2022-11-26 00:00:00+00:00,12375.890625,12230.869791666666,4.6125
2022-11-27 00:00:00+00:00,13032.3125,11917.9140625,4.3500000000000005
2022-11-28 00:00:00+00:00,14417.408854166666,15002.591145833334,4.895833333333333
2022-11-29 00:00:00+00:00,12779.015625,14864.067708333334,6.266666666666667
2022-11-30 00:00:00+00:00,13167.708333333334,14863.231770833334,6.791666666666667
2022-12-01 00:00:00+00:00,13299.046875,14979.71875,4.3625
2022-12-02 00:00:00+00:00,14420.6796875,15112.721354166666,1.9375
2022-12-03 00:00:00+00:00,13088.486979166666,13100.5078125,2.2
2022-12-04 00:00:00+00:00,12677.065104166666,12425.46875,2.4916666666666667
2022-12-05 00:00:00+00:00,13756.5625,15058.4140625,3.5541666666666667
2022-12-06 00:00:00+00:00,13388.401041666666,15041.286458333334,3.25
2022-12-07 00:00:00+00:00,15266.559895833334,15244.497395833334,3.0875
2022-12-08 00:00:00+00:00,13847.309895833334,15184.786458333334,1.7958333333333334
2022-12-09 00:00:00+00:00,12807.3203125,15008.033854166666,-0.85
2022-12-10 00:00:00+00:00,11712.0234375,13076.3984375,-1.1125
2022-12-11 00:00:00+00:00,11695.1171875,12667.919270833334,-1.7874999999999999
2022-12-12 00:00:00+00:00,13501.611979166666,15378.497395833334,-1.8916666666666666
2022-12-13 00:00:00+00:00,14816.5234375,15794.4765625,-4.4125000000000005
2022-12-14 00:00:00+00:00,14523.703125,15890.4921875,-3.6208333333333336
2022-12-15 00:00:00+00:00,14120.486979166666,15765.713541666666,-4.491666666666666
2022-12-16 00:00:00+00:00,12733.565104166666,15357.044270833334,-3.704166666666667
2022-12-17 00:00:00+00:00,12465.1953125,13798.2109375,-6.9624999999999995
2022-12-18 00:00:00+00:00,13615.25,13260.299479166666,-4.891666666666667
2022-12-19 00:00:00+00:00,15668.28125,15398.786458333334,0.2791666666666666
2022-12-20 00:00:00+00:00,15196.2421875,14911.432291666666,3.125
2022-12-21 00:00:00+00:00,13274.330729166666,14133.9453125,7.083333333333333
2022-12-22 00:00:00+00:00,13316.622395833334,13887.645833333334,8.737499999999999
2022-12-23 00:00:00+00:00,11632.833333333334,12715.299479166666,8.945833333333333
2022-12-24 00:00:00+00:00,11377.106770833334,10905.796875,8.733333333333333
2022-12-25 00:00:00+00:00,9603.700520833334,10461.572916666666,8.9
2022-12-26 00:00:00+00:00,12296.971354166666,10944.4921875,9.254166666666666
2022-12-27 00:00:00+00:00,13307.557291666666,12455.875,3.4458333333333333
2022-12-28 00:00:00+00:00,13649.861979166666,12592.653645833334,6.658333333333334
2022-12-29 00:00:00+00:00,13892.0,12311.291666666666,9.783333333333333
2022-12-30 00:00:00+00:00,13072.25,12106.778645833334,7.95
2022-12-31 00:00:00+00:00,12115.458333333334,11104.578125,14.375
2023-01-01 00:00:00+00:00,10684.1875,10267.916666666666,11.525
2023-01-02 00:00:00+00:00,13011.0,13026.4765625,10.395833333333334
2023-01-03 00:00:00+00:00,12553.869791666666,13500.611979166666,6.175
2023-01-04 00:00:00+00:00,16185.263020833334,14589.057291666666,8.483333333333333
2023-01-05 00:00:00+00:00,13734.528645833334,13879.065104166666,10.045833333333333
2023-01-06 00:00:00+00:00,13045.171875,13285.6484375,10.0
2023-01-07 00:00:00+00:00,11062.216145833334,12010.630208333334,8.5875
2023-01-08 00:00:00+00:00,11088.828125,11709.6015625,8.362499999999999
2023-01-09 00:00:00+00:00,13252.955729166666,14492.955729166666,6.595833333333334
2023-01-10 00:00:00+00:00,14475.7734375,15006.057291666666,4.929166666666666
2023-01-11 00:00:00+00:00,15349.153645833334,15253.479166666666,7.479166666666667
2023-01-12 00:00:00+00:00,16571.171875,15565.546875,8.479166666666666
2023-01-13 00:00:00+00:00,16036.638020833334,15136.080729166666,8.3125
2023-01-14 00:00:00+00:00,14476.130208333334,13213.822916666666,7.5249999999999995
2023-01-15 00:00:00+00:00,14477.721354166666,12749.015625,6.108333333333333
2023-01-16 00:00:00+00:00,15232.622395833334,15153.5078125,4.083333333333333
2023-01-17 00:00:00+00:00,15132.604166666666,15420.9140625,1.9708333333333332
2023-01-18 00:00:00+00:00,14007.864583333334,15301.020833333334,-0.10416666666666664
2023-01-19 00:00:00+00:00,15434.5390625,15654.057291666666,-0.42500000000000004
2023-01-20 00:00:00+00:00,12525.716145833334,15009.854166666666,-0.6625
2023-01-21 00:00:00+00:00,13380.096354166666,13494.28125,-0.6291666666666667
2023-01-22 00:00:00+00:00,12516.450520833334,12659.421875,1.7083333333333333
2023-01-23 00:00:00+00:00,12907.364583333334,14974.986979166666,1.8708333333333333
2023-01-24 00:00:00+00:00,12642.825520833334,14943.911458333334,2.1125000000000003
2023-01-25 00:00:00+00:00,13006.010416666666,15157.6875,1.3041666666666667
2023-01-26 00:00:00+00:00,13075.041666666666,15578.002604166666,-0.17500000000000002
2023-01-27 00:00:00+00:00,13276.791666666666,15230.2890625,2.2583333333333333
2023-01-28 00:00:00+00:00,11537.21875,13123.234375,0.2166666666666667
2023-01-29 00:00:00+00:00,12422.8984375,12761.1796875,-1.7458333333333333
2023-01-30 00:00:00+00:00,15531.971354166666,15604.479166666666,3.4499999999999997
2023-01-31 00:00:00+00:00,15580.372395833334,15474.533854166666,3.0666666666666664
2023-02-01 00:00:00+00:00,16867.231770833332,15547.760416666666,5.833333333333333
2023-02-02 00:00:00+00:00,15499.494791666666,15524.606770833334,7.379166666666666
2023-02-03 00:00:00+00:00,17169.341145833332,15355.111979166666,8.054166666666667
2023-02-04 00:00:00+00:00,11258.427083333334,12823.151041666666,5.745833333333334
2023-02-05 00:00:00+00:00,10972.145833333334,12331.270833333334,3.25
2023-02-06 00:00:00+00:00,12813.408854166666,14816.231770833334,2.7083333333333335
2023-02-07 00:00:00+00:00,14158.497395833334,15061.768229166666,-0.9916666666666667
2023-02-08 00:00:00+00:00,15375.067708333334,15299.494791666666,-1.6458333333333333
2023-02-09 00:00:00+00:00,16218.572916666666,15634.53125,-2.6791666666666667
2023-02-10 00:00:00+00:00,15993.270833333334,15294.893229166666,-0.45416666666666666
2023-02-11 00:00:00+00:00,14444.377604166666,13248.731770833334,3.233333333333333
2023-02-12 00:00:00+00:00,11564.125,11968.0078125,6.0625
2023-02-13 00:00:00+00:00,13462.002604166666,14481.229166666666,4.020833333333333
2023-02-14 00:00:00+00:00,13581.557291666666,14534.481770833334,0.9125
2023-02-15 00:00:00+00:00,14111.223958333334,14696.6328125,0.4666666666666666
2023-02-16 00:00:00+00:00,15576.4140625,14850.138020833334,2.8833333333333333
2023-02-17 00:00:00+00:00,16350.59375,14837.9921875,10.283333333333333
2023-02-18 00:00:00+00:00,13220.6484375,12734.234375,10.454166666666667
2023-02-19 00:00:00+00:00,11110.4765625,11767.575520833334,9.15
2023-02-20 00:00:00+00:00,16466.53125,14289.588541666666,7.191666666666666
2023-02-21 00:00:00+00:00,13911.96875,14426.072916666666,7.254166666666666
2023-02-22 00:00:00+00:00,13308.4296875,14317.8671875,6.020833333333333
2023-02-23 00:00:00+00:00,13403.888020833334,14424.0703125,8.891666666666667
2023-02-24 00:00:00+00:00,15367.020833333334,14576.78125,6.666666666666667
2023-02-25 00:00:00+00:00,13969.984375,13225.770833333334,3.216666666666667
2023-02-26 00:00:00+00:00,11632.6171875,12224.364583333334,-0.07916666666666665
2023-02-27 00:00:00+00:00,13871.216145833334,14385.981770833334,0.5083333333333333
2023-02-28 00:00:00+00:00,14077.848958333334,14569.903645833334,0.6375
2023-03-01 00:00:00+00:00,14209.986979166666,14563.380208333334,2.1416666666666666
2023-03-02 00:00:00+00:00,13965.3359375,14575.109375,4.166666666666667
2023-03-03 00:00:00+00:00,13843.705729166666,14426.489583333334,2.2958333333333334
2023-03-04 00:00:00+00:00,13421.778645833334,13042.161458333334,2.6875
2023-03-05 00:00:00+00:00,12174.981770833334,12008.7421875,3.5666666666666664
2023-03-06 00:00:00+00:00,14331.729166666666,14524.841145833334,3.1916666666666664
2023-03-07 00:00:00+00:00,16512.828125,15101.6640625,4.520833333333333
2023-03-08 00:00:00+00:00,13581.6171875,14570.940104166666,3.9625
2023-03-09 00:00:00+00:00,13315.684895833334,14258.2578125,9.920833333333333
2023-03-10 00:00:00+00:00,14671.005208333334,14442.627604166666,8.104166666666666
2023-03-11 00:00:00+00:00,12475.510416666666,12749.96875,2.2666666666666666
2023-03-12 00:00:00+00:00,11209.815104166666,11859.294270833334,3.6625
2023-03-13 00:00:00+00:00,15968.916666666666,14695.481770833334,12.225
2023-03-14 00:00:00+00:00,15597.333333333334,14822.3203125,8.008333333333333
2023-03-15 00:00:00+00:00,13933.380208333334,14793.033854166666,2.9583333333333335
2023-03-16 00:00:00+00:00,14668.231770833334,14551.5078125,4.066666666666666
2023-03-17 00:00:00+00:00,13249.408854166666,14218.104166666666,8.695833333333333
2023-03-18 00:00:00+00:00,9920.140625,11692.2109375,11.020833333333334
2023-03-19 00:00:00+00:00,9461.4765625,10920.8359375,9.35
2023-03-20 00:00:00+00:00,12213.283854166666,13717.0859375,8.700000000000001
2023-03-21 00:00:00+00:00,12766.283854166666,13995.221354166666,7.954166666666667
2023-03-22 00:00:00+00:00,14581.075520833334,14163.208333333334,11.358333333333334
2023-03-23 00:00:00+00:00,14117.747395833334,14278.859375,12.491666666666667
2023-03-24 00:00:00+00:00,14436.854166666666,13996.294270833334,12.1875
2023-03-25 00:00:00+00:00,13906.1328125,12017.739583333334,9.7875
2023-03-26 00:00:00+00:00,10184.716145833334,11413.096354166666,7.904166666666666
2023-03-27 00:00:00+00:00,14256.466145833334,14119.078125,4.179166666666666
2023-03-28 00:00:00+00:00,13055.3359375,14331.981770833334,4.3500000000000005
2023-03-29 00:00:00+00:00,12190.307291666666,14173.4296875,8.933333333333334
2023-03-30 00:00:00+00:00,14499.526041666666,14324.471354166666,12.4125
2023-03-31 00:00:00+00:00,11743.578125,13834.0078125,11.095833333333333
2023-04-01 00:00:00+00:00,12741.427083333334,12500.002604166666,9.795833333333333
2023-04-02 00:00:00+00:00,11377.677083333334,11624.697916666666,6.354166666666667
